lat        lon        
0.339216   -78.143118 
0.339158   -78.142665 
0.33852    -78.142805 
          0          0
          0          0
          0          0
          0          0
          0          0
          0          0
          0          0
          0          0
          0          0
          0          0
          0          0
          0          0
          0          0
          0          0
          0          0
          0          0
