time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2020-03-03T12:13:53.604Z,0.3391335,-78.1410353,,32.989,,,0,network,,,,,,,,41,
2020-03-03T12:14:13.514Z,0.33893763553351164,-78.14096077345312,2237.0,8.5,0.0,0.79999995,12,gps,0.8,1.6,1.8,13.6,,,,41,
2020-03-03T12:14:15.740Z,0.33888,-78.1410916,,39.6,,,0,network,,,,,,,,41,
2020-03-03T12:14:30.077Z,0.3388994140550494,-78.14098466187716,2230.0,39.0,124.7,0.63,9,gps,1.0,2.2,2.4,13.6,,,,41,
